organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	verbatimIdentification	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
80	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Charadrius;Charadrius_dubius, confidences 1;0.6;0.09;0.04;0.01;0;0. No VSEARCH hits at 0.97 identity.	asv.537_EE0044	EE0044
80	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Amphibia;Anura;Hylidae;Pseudacris;Pseudacris_sierra, confidences 1;0.3;0.13;0.13;0.04;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.943_EE0047	EE0047
80	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda						Arthropoda	urn:lsid:marinespecies.org:taxname:1065	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Streblidae;Brachytarsina;Brachytarsina_kanoi, confidences 1;0.67;0.53;0.27;0.23;0.23;0.23. No VSEARCH hits at 0.97 identity.	asv.960_EE0046	EE0046
80	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Chilopoda;Geophilomorpha;Linotaeniidae;Strigamia;Strigamia_chionophila, confidences 1;0.39;0.05;0.05;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.990_EE0072	EE0072
79	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Sillaginidae	Sillago		Sillago	urn:lsid:marinespecies.org:taxname:126072	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sillaginidae;Sillago;Sillago_schomburgkii, confidences 1;1;1;1;1;1;0.45. No VSEARCH hits at 0.97 identity.	asv.154_EE0043	EE0043
79	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.82;0.82;0.82;0.82;0.82;0.82. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.44_EE0044	EE0044
79	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Pseudogramma;Pseudogramma_paucilepis, confidences 1;0.65;0.43;0.07;0.05;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.540_EE0072	EE0072
79	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Anguilliformes;Congridae;Paraconger;Paraconger_notialis, confidences 1;0.56;0.27;0.01;0;0;0. No VSEARCH hits at 0.97 identity.	asv.985_EE0043	EE0043
78	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Bivalvia;Venerida;Glossidae;Glossus;Glossus_humanus, confidences 1;0.2;0.07;0.05;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1022_EE0061	EE0061
78	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Synbranchiformes;Synbranchidae;Ophisternon;Ophisternon_bengalense, confidences 1;0.56;0.17;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1055_EE0062	EE0062
78	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Glocianus;Glocianus_granulithorax, confidences 1;0.49;0.36;0.09;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1056_EE0061	EE0061
78	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Blennophis;Blennophis_anguillaris, confidences 1;0.59;0.31;0.04;0.02;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1140_EE0044	EE0044
78	present	Hugo Gante	eDNA expeditions citizen science sampling	453071	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo		Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.92;0.92;0.92;0.92;0.92;0.92. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.345_EE0083	EE0083
78	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Centrarchiformes	Terapontidae	Pelates	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Terapontidae;Pelates;Pelates_sexlineatus;	Pelates sexlineatus	urn:lsid:marinespecies.org:taxname:274001	species		asv.529_EE0044	EE0044
78	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Mugil	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Mugil;Mugil_cephalus;	Mugil cephalus	urn:lsid:marinespecies.org:taxname:126983	species		asv.554_EE0072	EE0072
78	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Scaridae	Scarus	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus;	Scarus	urn:lsid:marinespecies.org:taxname:159299	genus		asv.559_EE0078	EE0078
78	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Diogenidae;Ciliopagurus;Ciliopagurus_hawaiiensis, confidences 1;0.35;0.16;0.16;0.07;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.981_EE0078	EE0078
77	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Cirrhilabrus;Cirrhilabrus_punctatus, confidences 1;0.46;0.34;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.1032_EE0046	EE0046
77	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Nemipteridae	Pentapodus		Pentapodus	urn:lsid:marinespecies.org:taxname:270332	genus	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Nemipteridae;Pentapodus;Pentapodus_aureofasciatus, confidences 1;1;1;0.93;0.93;0.64;0.42. No VSEARCH hits at 0.97 identity.	asv.138_EE0046	EE0046
77	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae	Favonigobius		Favonigobius gymnauchen	urn:lsid:marinespecies.org:taxname:280772	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Favonigobius;Favonigobius_gymnauchen, confidences 1;1;1;1;1;0.92;0.89. No VSEARCH hits at 0.97 identity.	asv.176_EE0062	EE0062
77	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Blenniiformes	Clinidae	Heteroclinus		Heteroclinus wilsoni	urn:lsid:marinespecies.org:taxname:281069	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heteroclinus;Heteroclinus_wilsoni, confidences 1;1;1;1;0.99;0.98;0.65. No VSEARCH hits at 0.97 identity.	asv.211_EE0045	EE0045
77	present	Hugo Gante	eDNA expeditions citizen science sampling	200609	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Taeniamia;Taeniamia_macroptera, confidences 1;1;0.97;0.57;0.57;0.47;0.47. No VSEARCH hits at 0.97 identity.	asv.217_EE0045	EE0045
76	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Trochida;Turbinidae;Astralium;Astralium_roseobasis, confidences 1;0.18;0.15;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1027_EE0047	EE0047
76	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Malacostraca;Decapoda;Diogenidae;Calcinus;Calcinus_seurati, confidences 1;0.34;0.14;0.13;0.06;0.04;0.03. No VSEARCH hits at 0.97 identity.	asv.1079_EE0061	EE0061
76	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Gerreidae	Gerres		Gerres japonicus	urn:lsid:marinespecies.org:taxname:276958	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;Gerres_japonicus, confidences 1;1;1;1;1;1;0.88. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits EU912570,MT023107, identities 98.2,98.2, taxonomy Gerres_japonicus,Gerres_decacanthus, consensus Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres.	asv.207_EE0046	EE0046
76	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Choerodon		Choerodon schoenleinii	urn:lsid:marinespecies.org:taxname:218951	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon_schoenleinii, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KP219807,AY279689,KP219810,KP219809,KP219806,KP219779, identities 99.3,98.9,98.9,98.9,97,97, taxonomy Choerodon_schoenleinii,Choerodon_schoenleinii,Choerodon_schoenleinii,Choerodon_schoenleinii,Choerodon_rubescens,Choerodon_cauteroma, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Choerodon;Choerodon_schoenleinii.	asv.399_EE0043	EE0043
76	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Gerreidae	Gerres		Gerres japonicus	urn:lsid:marinespecies.org:taxname:276958	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres;Gerres_japonicus, confidences 1;1;1;1;1;1;0.86. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits EU912570,MT023107, identities 98.2,98.2, taxonomy Gerres_japonicus,Gerres_decacanthus, consensus Eukaryota;Chordata;Actinopteri;Gerreiformes;Gerreidae;Gerres.	asv.47_EE0072	EE0072
76	present	Hugo Gante	eDNA expeditions citizen science sampling	229827	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Hexapoda					Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.68;0.63;0.29;0.09;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.987_EE0072	EE0072
75	present	Hugo Gante	eDNA expeditions citizen science sampling	176989	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Dipsadidae;Enulius;Enulius_flavitorques, confidences 1;0.64;0.25;0.25;0.06;0.04;0.04. No VSEARCH hits at 0.97 identity.	asv.1015_EE0078	EE0078
75	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Carangaria incertae sedis	Sphyraenidae	Sphyraena		Sphyraena flavicauda	urn:lsid:marinespecies.org:taxname:212051	species	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sphyraenidae;Sphyraena;Sphyraena_flavicauda, confidences 1;1;0.99;0.97;0.97;0.97;0.75. No VSEARCH hits at 0.97 identity.	asv.397_EE0043	EE0043
75	present	Hugo Gante	eDNA expeditions citizen science sampling	356369	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae			Atherinidae	urn:lsid:marinespecies.org:taxname:125438	family	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Craterocephalus;Craterocephalus_eyresii, confidences 1;1;1;0.86;0.85;0.51;0.37. No VSEARCH hits at 0.97 identity.	asv.401_EE0046	EE0046
75	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Diptera;Nycteribiidae;Penicillidia;Penicillidia_jenynsii, confidences 1;0.34;0.25;0.13;0.1;0.09;0.09. No VSEARCH hits at 0.97 identity.	asv.494_EE0062	EE0062
75	present	Hugo Gante	eDNA expeditions citizen science sampling	232067	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Brachylagus;Brachylagus_idahoensis, confidences 1;0.66;0.11;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.504_EE0047	EE0047
75	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata						Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;Gobiiformes;Odontobutidae;Microdous;Microdous_chalmersi, confidences 1;0.63;0.49;0.05;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.542_EE0043	EE0043
75	present	Hugo Gante	eDNA expeditions citizen science sampling	247816	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Stegastes;Stegastes_albifasciatus, confidences 1;0.59;0.33;0.09;0.09;0.05;0.04. No VSEARCH hits at 0.97 identity.	asv.979_EE0043	EE0043
74	present	Hugo Gante	eDNA expeditions citizen science sampling	453499	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Cnidaria;Staurozoa;Stauromedusae;Kishinouyeidae;Calvadosia;Calvadosia_vanhoeffeni, confidences 1;0.05;0.04;0.04;0.04;0.04;0.03. No VSEARCH hits at 0.97 identity.	asv.1008_EE0062	EE0062
74	present	Hugo Gante	eDNA expeditions citizen science sampling	75901	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadellidae;Nesophrosyne;Nesophrosyne_myrsines, confidences 1;0.4;0.31;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.1090_EE0061	EE0061
74	present	Hugo Gante	eDNA expeditions citizen science sampling	127966	DNA Sequence reads	DNA Sequence reads	Eukaryota							Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.6: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Volutidae;Alcithoe;Alcithoe_wilsonae, confidences 1;0.17;0.09;0.04;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	asv.1118_EE0044	EE0044
