organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
1906	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Centrarchiformes	Cheilodactylidae	Cheilodactylus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus;Cheilodactylus_zonatus, confidences 1;1;1;0.99;0.84;0.84;0.68. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC557079,LC630800,KT357695,KP704218, identities 98.2,97.6,97.6,97.6, taxonomy Cheilodactylus_zonatus,Cheilodactylus_zonatus,Cheilodactylus_quadricornis,Cheilodactylus_variegatus, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus.	Cheilodactylus	urn:lsid:marinespecies.org:taxname:205497	genus	asv.88_EE0004	EE0004
1901	present	Hugo Gante	eDNA expeditions citizen science sampling	1107904	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Lepidosauria;Squamata;Gekkonidae;Narudasia;Narudasia_festiva, confidences 1;0.95;0.33;0.33;0.1;0.06;0.06. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.179_EE0127	EE0127
1866	present	Hugo Gante	eDNA expeditions citizen science sampling	89727	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;0.98;0.81;0.57;0.23;0.2;0.19. No VSEARCH hits at 0.97 identity.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.89_EE0002	EE0002
1853	present	Hugo Gante	eDNA expeditions citizen science sampling	1403929	DNA Sequence reads	DNA Sequence reads	Proteobacteria	Gammaproteobacteria				Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	class	asv.181_EE0017	EE0017
1845	present	Hugo Gante	eDNA expeditions citizen science sampling	1314815	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;0.99;0.98. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY377291,AM181023, identities 98.8,98.8, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.149_EE0022	EE0022
1843	present	Hugo Gante	eDNA expeditions citizen science sampling	1403929	DNA Sequence reads	DNA Sequence reads	Proteobacteria	Gammaproteobacteria				Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Gammaproteobacteria	urn:lsid:marinespecies.org:taxname:393018	class	asv.182_EE0017	EE0017
1835	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY377291,AM181023, identities 99.4,99.4, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.14_EE0004	EE0004
1830	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.159_EE0147	EE0147
1823	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;0.96;0.94;0.9;0.9. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY408525,KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580, identities 100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.69_EE0087	EE0087
1819	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.93;0.85;0.34;0.24;0.19;0.19. No VSEARCH hits at 0.97 identity.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.103_EE0147	EE0147
1806	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.98;0.67;0.28;0.09;0.09;0.06. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.110_EE0147	EE0147
1806	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.87;0.48;0.16;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.183_EE0087	EE0087
1802	present	Hugo Gante	eDNA expeditions citizen science sampling	1207398	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Centrarchiformes	Cheilodactylidae	Cheilodactylus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus;Cheilodactylus_variegatus, confidences 1;1;1;0.99;0.95;0.95;0.68. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KP704218,LC630800,KT357695, identities 98.2,97,97, taxonomy Cheilodactylus_variegatus,Cheilodactylus_zonatus,Cheilodactylus_quadricornis, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus.	Cheilodactylus	urn:lsid:marinespecies.org:taxname:205497	genus	asv.85_EE0001	EE0001
1801	present	Hugo Gante	eDNA expeditions citizen science sampling	774673	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY377291,AM181023, identities 99.4,99.4, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.77_EE0003	EE0003
1799	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.158_EE0147	EE0147
1789	present	Hugo Gante	eDNA expeditions citizen science sampling	1403929	DNA Sequence reads	DNA Sequence reads	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Vibrio	urn:lsid:marinespecies.org:taxname:480248	genus	asv.185_EE0017	EE0017
1786	present	Hugo Gante	eDNA expeditions citizen science sampling	1207398	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Centrarchiformes	Cheilodactylidae	Cheilodactylus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus;Cheilodactylus_zonatus, confidences 1;1;1;0.99;0.84;0.84;0.68. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC557079,LC630800,KT357695,KP704218, identities 98.2,97.6,97.6,97.6, taxonomy Cheilodactylus_zonatus,Cheilodactylus_zonatus,Cheilodactylus_quadricornis,Cheilodactylus_variegatus, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus.	Cheilodactylus	urn:lsid:marinespecies.org:taxname:205497	genus	asv.88_EE0001	EE0001
1785	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY377291,AM181023, identities 99.4,99.4, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.15_EE0004	EE0004
1780	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_loennbergii, confidences 1;1;1;1;0.99;0.72;0.36. No VSEARCH hits at 0.97 identity.	Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	asv.29_EE0021	EE0021
1765	present	Hugo Gante	eDNA expeditions citizen science sampling	1314815	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Tarsiidae;Tarsius;Tarsius_sangirensis, confidences 1;0.9;0.5;0.11;0.11;0.11;0.09. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.171_EE0022	EE0022
1760	present	Hugo Gante	eDNA expeditions citizen science sampling	746433	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Amphibia;Anura;Bufonidae;Ansonia;Ansonia_endauensis, confidences 1;0.89;0.13;0.13;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.188_EE0087	EE0087
1758	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Otariidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_pusillus, confidences 1;1;1;1;1;0.73;0.69. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AM181018, identities 97, taxonomy Arctocephalus_pusillus, consensus Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_pusillus.	Otariidae	urn:lsid:marinespecies.org:taxname:231386	family	asv.68_EE0004	EE0004
1740	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae	Notothenia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Notothenia;Notothenia_rossii, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MT192936, identities 100, taxonomy Notothenia_rossii, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Notothenia;Notothenia_rossii.	Notothenia rossii	urn:lsid:marinespecies.org:taxname:234840	species	asv.184_EE0021	EE0021
1733	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.92;0.7;0.41;0.21;0.18;0.17. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.172_EE0147	EE0147
1728	present	Hugo Gante	eDNA expeditions citizen science sampling	1403929	DNA Sequence reads	DNA Sequence reads	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Vibrio alginolyticus	urn:lsid:marinespecies.org:taxname:480251	species	asv.197_EE0017	EE0017
1721	present	Hugo Gante	eDNA expeditions citizen science sampling	1120649	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Carangiformes	Carangidae	Seriola	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola_lalandi, confidences 1;1;1;1;1;0.94;0.6. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MW309824,NC_082554,OR482442,LC729804,AB517558,MZ398238,LC036999,KP733847,NC_082753,NC_083043, identities 100,98.8,98.8,98.8,98.2,97.6,97.1,97,97,97, taxonomy Seriola_lalandi,Seriola_fasciata,Seriola_lalandi,Seriola_aureovittata,Seriola_dumerili,Seriola_dumerili,Seriola_quinqueradiata,Seriola_rivoliana,Seriola_zonata,Naucrates_ductor, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola.	Seriola	urn:lsid:marinespecies.org:taxname:125944	genus	asv.150_EE0019	EE0019
1701	present	Hugo Gante	eDNA expeditions citizen science sampling	1529914	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Centrarchiformes	Cheilodactylidae	Cheilodactylus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus;Cheilodactylus_variegatus, confidences 1;1;1;0.99;0.95;0.95;0.68. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KP704218,LC630800,KT357695, identities 98.2,97,97, taxonomy Cheilodactylus_variegatus,Cheilodactylus_zonatus,Cheilodactylus_quadricornis, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cheilodactylidae;Cheilodactylus.	Cheilodactylus	urn:lsid:marinespecies.org:taxname:205497	genus	asv.85_EE0004	EE0004
1696	present	Hugo Gante	eDNA expeditions citizen science sampling	118237	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_loennbergii, confidences 1;1;1;1;0.99;0.68;0.33. No VSEARCH hits at 0.97 identity.	Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	asv.30_EE0021	EE0021
1666	present	Hugo Gante	eDNA expeditions citizen science sampling	461657	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Harpagiferidae	Harpagifer	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Harpagiferidae;Harpagifer;Harpagifer_antarcticus, confidences 1;1;1;1;0.98;0.98;0.98. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC069699,NC_046024,LC069700, identities 100,97.6,97.6, taxonomy Harpagifer_antarcticus,Pogonophryne_albipinna,Pogonophryne_scotti, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Artedidraconidae;Pogonophryne.	Harpagifer antarcticus	urn:lsid:marinespecies.org:taxname:234825	species	asv.74_EE0006	EE0006
1652	present	Hugo Gante	eDNA expeditions citizen science sampling	1314815	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Perciformes	Nototheniidae	Patagonotothen	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Patagonotothen;Patagonotothen_ramsayi, confidences 1;1;1;0.99;0.99;0.98;0.98. No VSEARCH hits at 0.97 identity.	Patagonotothen ramsayi	urn:lsid:marinespecies.org:taxname:234633	species	asv.154_EE0022	EE0022
1633	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus_fuscus, confidences 1;0.84;0.43;0.16;0.16;0.16;0.13. No VSEARCH hits at 0.97 identity.	Chordata	urn:lsid:marinespecies.org:taxname:1821	phylum	asv.1520_EE0147	EE0147
1604	present	Hugo Gante	eDNA expeditions citizen science sampling	767363	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.99;0.82;0.56;0.2;0.18;0.17. No VSEARCH hits at 0.97 identity.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.133_EE0147	EE0147
