organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
299	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3007_W-8-multi-tot
299	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3085_W-8-multi-tot
299	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3086_B-3-multi-tot
299	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3087_W-21-multi-tot
299	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3088_W-21-multi-tot
299	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3089_B-13-multi-tot
299	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.786_W-22-multi-tot
299	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Pomacentridae	Abudefduf	Abudefduf_bengalensis	urn:lsid:marinespecies.org:taxname:212885	species	bengalensis	asv.787_S-11-multi-tot
298	present	Hugo Gante	eDNA expeditions citizen science sampling	224319	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1_W-8-singleplex
298	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.112_W-8-multi-tot
298	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1567_S-06-multi-tot
298	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1952_B-13-multi-tot
298	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3065_B-13-multi-tot
298	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Pomacentridae	Stegastes	Stegastes_partitus	urn:lsid:marinespecies.org:taxname:276677	species	partitus	asv.3090_B-3-multi-Mi
298	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3092_B-3-multi-tot
298	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads											asv.3093_S-11-multi-Mi
298	present	Hugo Gante	eDNA expeditions citizen science sampling	644081	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.98_W-17-singleplex
297	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1444_W-21-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1567_B-3-multi-tot
297	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2286_B-14-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	228872	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.26_W-21-singleplex
297	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2833_S-11-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3094_W-8-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.3095_W-8-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3096_B-3-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3100_W-21-multi-tot
297	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pomatoschistus		urn:lsid:marinespecies.org:taxname:125999	genus		asv.568_W-8-multi-tot
297	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.788_W-22-multi-tot
296	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1711_W-17-multi-tot
296	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads											asv.3101_B-3-multi-Mi
296	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3102_B-3-multi-tot
296	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3103_S-06-multi-tot
295	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1813_W-17-multi-tot
295	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	1472158	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1927_B-14-multi-Mi
295	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2129_B-13-multi-tot
295	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3091_W-8-multi-tot
295	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3105_W-8-multi-tot
295	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3106_B-3-multi-tot
295	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3107_S-06-multi-tot
295	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	urn:lsid:marinespecies.org:taxname:1469456	species	scrofa	asv.464_B-14-multi-tot
295	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus_bahianus	urn:lsid:marinespecies.org:taxname:159578	species	bahianus	asv.790_B-3-multi-Mi
294	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1469_W-8-multi-tot
294	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.174_S-11-multi-Mi
294	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2271_S-11-multi-tot
294	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.2442_W-8-multi-tot
294	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2518_S-18-multi-tot
294	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.291_W-17-multi-tot
294	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads											asv.3108_B-3-multi-Mi
294	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3109_S-01-multi-tot
294	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads											asv.3110_S-11-multi-Mi
294	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads											asv.3111_S-11-multi-Mi
293	present	Hugo Gante	eDNA expeditions citizen science sampling	302078	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.20_S-06-singleplex
293	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2028_B-13-multi-tot
293	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads											asv.3112_B-3-multi-Mi
293	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.3113_W-8-multi-tot
293	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3114_B-3-multi-tot
293	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3115_B-3-multi-tot
292	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1470_W-22-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1497_B-12-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1660_S-11-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1786_W-17-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2340_W-8-multi-tot
292	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2720_W-22-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Pomacentridae	Stegastes	Stegastes_partitus	urn:lsid:marinespecies.org:taxname:276677	species	partitus	asv.3117_B-3-multi-Mi
292	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3118_W-8-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.3119_W-8-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3120_W-8-multi-tot
292	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3122_W-21-multi-tot
292	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.792_W-22-multi-tot
291	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1847_W-21-multi-tot
291	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1981_B-13-multi-tot
291	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	705656	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2617_S-22-multi-tot
291	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads											asv.2679_B-3-multi-Mi
291	present	Hugo Gante	eDNA expeditions citizen science sampling	2823421	DNA Sequence reads	DNA Sequence reads											asv.2813_B-3-multi-Mi
291	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2980_W-8-multi-tot
291	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3123_W-8-multi-tot
291	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2119650	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3124_W-22-multi-tot
291	present	Hugo Gante	eDNA expeditions citizen science sampling	1740448	DNA Sequence reads	DNA Sequence reads											asv.3127_B-13-multi-Mi
290	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1473_S-18-multi-tot
290	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1490_S-18-multi-tot
290	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1504_W-8-multi-tot
290	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2072_W-8-multi-tot
290	present	Hugo Gante	eDNA expeditions citizen science sampling	2599740	DNA Sequence reads	DNA Sequence reads											asv.3128_S-01-multi-Mi
290	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads											asv.3129_W-8-multi-tot
290	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.52_B-13-multi-tot
290	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.793_S-18-multi-tot
289	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1591256	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1469_S-18-multi-tot
289	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads											asv.3133_W-17-multi-tot
289	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.794_B-12-multi-tot
289	present	Hugo Gante	eDNA expeditions citizen science sampling	2494166	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Actinopteri	nan	Siganidae	Siganus	Siganus_fuscescens	urn:lsid:marinespecies.org:taxname:273912	species	fuscescens	asv.795_S-11-multi-Mi
288	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2135_W-8-multi-tot
